,Supplier,Product Code,Product Name,Case Size,Ingredients,MissingName,MatchedName,Main,CO2perKG
865,"['sugar nan%', 'cocoa butter nan%', 'whole milk powder nan%', 'cocoa mass nan%', 'emulsifier: soya lecithin nan%', 'natural vanilla flavouring nan%']",CH007,CALLEBAUT MILK DROPS 35.1% 2.5KG,,"sugar, cocoa butter, whole milk powder, cocoa mass, emulsifier: soya lecithin, natural vanilla flavouring                                                                                                                 ","['whole milk powder', 'emulsifier: soya lecithin', 'natural vanilla flavouring']","['sugar->sugar, white', 'cocoa mass->cocoa, powder']","['sugar, white', 'cocoa butter', 'cocoa, powder']",2.722633333333333
866,"['cocoa mass nan%', 'sugar nan%', 'cocoa butter nan%', 'emulsifier nan%', 'soya lecithin nan%', 'natural vanilla flavouring nan%']",CH247,CALLEBAUT DARK SELECT DROPS 56% 2.5KG,,"cocoa mass, sugar, cocoa butter, emulsifier, soya lecithin, natural vanilla flavouring","['emulsifier', 'soya lecithin', 'natural vanilla flavouring']","['cocoa mass->cocoa, powder', 'sugar->sugar, white']","['cocoa, powder', 'sugar, white', 'cocoa butter']",2.722633333333333
867,"['sugar nan%', 'cocoa butter nan%', 'whole milk powder nan%', 'soya lecithin nan%', 'natural vanilla flavour. nan%']",CH601,CALLEBAUT WHITE DROPS 29.5% 10KG,,"sugar, cocoa butter, whole milk powder, soya lecithin, natural vanilla flavour.","['whole milk powder', 'soya lecithin', 'natural vanilla flavour.']","['sugar->sugar, white']","['sugar, white', 'cocoa butter']",1.59395
868,"['cocoa mass 43.0%', 'sugar 43.0%', 'cocoa butter 13.0%', 'emulsifier  (soya lecithin) 0.5%', 'natural vanilla flavouring . 0.5%']",CH603,CALLEBAUT DARK DROPS 56% 10KG,,"cocoa mass (43%), sugar (43%), cocoa butter (13%), emulsifier (<1%) [soya lecithin], natural vanilla flavouring (<1%).","['emulsifier  (soya lecithin)', 'natural vanilla flavouring .']","['cocoa mass->cocoa, powder', 'sugar->sugar, white']","['cocoa, powder', 'sugar, white', 'cocoa butter']",3.187704040404041
869,"['sugar nan%', 'skimmed milk powder nan%', 'whole milk powder nan%', 'cocoa butter nan%', 'fully hydrogenated vegetable fat nan%', 'milk protein nan%', 'emulsifier e471 nan%', 'emulsifier e472a nan%', 'stabiliser e340ii nan%', 'colour e150d nan%', 'soya lecithin nan%', 'natural vanilla flavour. nan%']",CH895,CALLEBAUT WHITE MOUSSE POWDER 800G,,"sugar, skimmed milk powder, whole milk powder, cocoa butter, fully hydrogenated vegetable fat, milk protein, emulsifier e471, emulsifier e472a, stabiliser e340ii, colour e150d, soya lecithin, natural vanilla flavour.","['skimmed milk powder', 'whole milk powder', 'fully hydrogenated vegetable fat', 'milk protein', 'emulsifier e471', 'emulsifier e472a', 'stabiliser e340ii', 'colour e150d', 'soya lecithin', 'natural vanilla flavour.']","['sugar->sugar, white']","['sugar, white', 'cocoa butter']",1.59395
870,"['sugar nan%', 'cocoa mass nan%', 'cocoa butter nan%', 'soya lecithin nan%', 'natural vanilla flavour nan%']",CH897,CALLEBAUT DARK CHOCOLATE SHAVINGS 2.5KG,,"sugar, cocoa mass, cocoa butter, soya lecithin, natural vanilla flavour","['soya lecithin', 'natural vanilla flavour']","['sugar->sugar, white', 'cocoa mass->cocoa, powder']","['sugar, white', 'cocoa, powder', 'cocoa butter']",2.722633333333333
871,['taleggio cheese (milk) nan%'],IT085,TALEGGIO 2.2KG,,taleggio cheese (milk),['taleggio cheese (milk)'],,,
872,['cheese (milk) nan%'],DU088,LEERDAMMER SLICES LIGHT 160G,,cheese (milk),['cheese (milk)'],,,
873,['cheese (milk) nan%'],DU159,LEERDAMMER SLICES 160G,,cheese (milk),['cheese (milk)'],,,
874,"['pasteurised cows milk & cream nan%', 'lactic ferments nan%', 'garlic & herbs 1.8%', 'salt nan%', 'pepper. nan%']",FC385,BOURSIN GARLIC 80G,,"pasteurised cow�s milk & cream, lactic ferments, garlic & herbs (1.8%), salt, pepper.","['pasteurised cows milk & cream', 'lactic ferments', 'garlic & herbs', 'pepper.']",,['salt'],0.32
875,"['skimmed milk nan%', 'cheeses nan%', 'milk protein nan%', 'emulsifying salts nan%', 'butter nan%', 'natural flavouring. nan%', 'water nan%', 'skimmed milk powde nan%', 'polyphosphates nan%', 'triphosphates nan%', 'citric aci nan%']",FC535,LAUGHING COW LIGHT 8x17g,,"skimmed milk  [water, skimmed milk powder], cheeses, milk protein, emulsifying salts [polyphosphates, triphosphates, citric acid], butter, natural flavouring.","['skimmed milk', 'cheeses', 'milk protein', 'emulsifying salts', 'natural flavouring.', 'skimmed milk powde', 'polyphosphates', 'triphosphates', 'citric aci']",['butter->butternut'],"['butternut', 'water']",0.0433
876,"['pasteurised milk and cream nan%', 'lactic ferments nan%', 'cracked black pepper nan%', 'salt nan%', 'potassium sorbate. nan%']",FC978, BOURSIN PEPPER 150G,,"pasteurised milk and cream, lactic ferments, cracked black pepper, salt, potassium sorbate.","['pasteurised milk and cream', 'lactic ferments', 'cracked black pepper', 'potassium sorbate.']",,['salt'],0.32
877,['cheese (milk) nan%'],IP053,BABYBEL MINI NETS 6 X 20G,,cheese (milk),['cheese (milk)'],,,
878,"['milk nan%', 'cream nan%', 'lactic ferments nan%', 'garlic and herbs nan%', 'salt nan%', 'pepper nan%']",IP064,BOURSIN MINI 6X16G,,"milk, cream, lactic ferments, garlic and herbs, salt, pepper","['lactic ferments', 'garlic and herbs']","['milk->goat milk', 'cream->cream, whipping, 38 % fat', 'pepper->pepperoni']","['goat milk', 'cream, whipping, 38 % fat', 'salt', 'pepperoni']",2.9800000000000004
879,"['rehydrated skimmed milk nan%', 'cheeses (milk) nan%', 'butter (milk) nan%', 'emulsifying salts nan%', 'milk proteins nan%', 'vitamin d. nan%', 'polyphosphates e452) nan%']",IP109,LAUGHING COW PTN 17.5G C/80,,"rehydrated skimmed milk, cheeses (milk), butter (milk), emulsifying salts [polyphosphates (e452), calcium phosphates (e341), triphospates (e451), citric acid (e330)], milk proteins, vitamin d.","['rehydrated skimmed milk', 'cheeses (milk)', 'emulsifying salts', 'milk proteins', 'vitamin d.', 'polyphosphates e452)']",['butter (milk)->buttermilk'],['buttermilk'],1.1919
880,"['cheese nan%', 'milk nan%', 'colour annatto norbixi nan%']",IP125,PORT SALUT MINIS 40X20G,,"cheese (milk, colour annatto norbixin)",['colour annatto norbixi'],"['cheese->blue cheese', 'milk->goat milk']","['blue cheese', 'goat milk']",2.92
881,"['cheese (microbial rennet) nan%', 'cream nan%', 'milk proteins nan%', 'water nan%', 'emulsifiers nan%', 'sodium citrate (e331) nan%', 'citric acid (e330) nan%', 'salt nan%', 'milk minerals concentrate. nan%', 'calcium phosphates e341) nan%']",IP149,KIRI PORTION 18G C/480,,"cheese [microbial rennet], cream, milk proteins, water, emulsifiers [calcium phosphates (e341), sodium polyphosphates and phosphates (e452)], sodium citrate (e331), citric acid (e330), salt, milk minerals concentrate.","['cheese (microbial rennet)', 'milk proteins', 'emulsifiers', 'sodium citrate (e331)', 'citric acid (e330)', 'milk minerals concentrate.', 'calcium phosphates e341)']","['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat', 'water', 'salt']",0.8201333333333333
882,['butter (milk) nan%'],DB160,BUTTER PORTIONS FROZEN DISC 10G 10KG,,butter (milk),,['butter (milk)->buttermilk'],['buttermilk'],1.1919
883,['cheese (milk) nan%'],EC321,WHITE CHESHIRE CROXTON MANOR BLOCK 2.5KG,,cheese (milk),['cheese (milk)'],,,
884,"['cheese nan%', 'milk nan%', 'colour annatto norbixi nan%']",EC517,DOUBLE GLOUCESTER CROX MANOR BLOCK 5KG,,"cheese (milk, colour annatto norbixin)",['colour annatto norbixi'],"['cheese->blue cheese', 'milk->goat milk']","['blue cheese', 'goat milk']",2.92
885,['cheese (milk) nan%'],EC887,CAERPHILLY CROXTON MANOR BLOCK 2.5KG,,cheese (milk),['cheese (milk)'],,,
886,"['cheese nan%', 'milk nan%', 'colour annatto norbixi nan%']",EN119,DOUBLE GLOUCESTER BLOCK 20KG,,"cheese (milk, colour annatto norbixin)",['colour annatto norbixi'],"['cheese->blue cheese', 'milk->goat milk']","['blue cheese', 'goat milk']",2.92
887,"['cheese nan%', 'milk nan%', 'colour annatto norbixi nan%']",EN191,RED FOX 20KG,,"cheese (milk, colour annatto norbixin)",['colour annatto norbixi'],"['cheese->blue cheese', 'milk->goat milk']","['blue cheese', 'goat milk']",2.92
888,"[""pasteurised cow's milk nan%"", ""pasteurised sheep's milk nan%"", 'cream nan%', 'sea salt nan%', 'animal rennet. nan%']",IT172,OCCELLI TUMA DLA PAJA MINI 150G,,"pasteurised cow's milk, pasteurised sheep's milk, cream , sea salt , animal rennet.","[""pasteurised sheep's milk"", 'animal rennet.']","[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat"", 'cream->cream, whipping, 38 % fat', 'sea salt->salt']","['milk, partly skimmed, 1.5 % fat', 'cream, whipping, 38 % fat', 'salt']",1.0233333333333332
889,['cheese (milk) nan%'],IT887,OCCELLI VERZIN 4KG,,cheese (milk),['cheese (milk)'],,,
890,"[""cow's milk nan%"", ""sheep's milk nan%"", 'marc nan%', 'barolo wine nan%', 'salt nan%', 'rennet. nan%']",IT923,OCCELLI AL BAROLO 3KG,,"cow's milk, sheep's milk, marc, barolo wine, salt, rennet.","[""sheep's milk"", 'marc', 'barolo wine', 'rennet.']","[""cow's milk->mozzarella (from cow's milk)""]","[""mozzarella (from cow's milk)"", 'salt']",3.53345
891,"[""sheep's milk nan%"", ""cow's milk nan%"", 'sea salt nan%', 'calf rennet nan%', 'chestnut leaves (not edible) nan%']",IT926,OCCELLI IN CHESTNUT LEAVES 750G,,"sheep's milk, cow's milk, sea salt, calf rennet, chestnut leaves (not edible)","[""sheep's milk"", 'calf rennet', 'chestnut leaves (not edible)']","[""cow's milk->mozzarella (from cow's milk)"", 'sea salt->salt']","[""mozzarella (from cow's milk)"", 'salt']",3.53345
892,"['milk nan%', 'salt nan%', 'animal rennet. nan%']",IT130,REGGIANO 24 MNTH PARMESAN 1.25KG,,"milk, salt, animal rennet.",['animal rennet.'],['milk->goat milk'],"['goat milk', 'salt']",2.3600000000000003
893,"['milk nan%', 'salt nan%', 'animal rennet. nan%']",IT565,REGGIANO 16 MNTH PARMESAN 200G,,"milk, salt, animal rennet.",['animal rennet.'],['milk->goat milk'],"['goat milk', 'salt']",2.3600000000000003
894,"['cheese (colour beta carotene e160a)) nan%', 'butter nan%', 'emulsifying salts nan%', 'whey powder nan%', 'water nan%', 'liquid smoke nan%']",GE064,SMOKED LOG 2KG,,"cheese [colour beta carotene (e160a)], butter, emulsifying salts, whey powder, water, liquid smoke","['cheese (colour beta carotene e160a))', 'emulsifying salts', 'liquid smoke']",['butter->butternut'],"['butternut', 'whey powder', 'water']",0.8831666666666665
895,['porcini mushroom nan%'],XX201,MUSHROOM PORCINI (CEPES) DRY 500G BORDE,,porcini mushroom,['porcini mushroom'],,,
896,"['pasteurised cows milk nan%', 'salt nan%', 'animal rennet nan%']",IT151,PROVOLONE PICCANTE DERINDED 4KG,,"pasteurised cow�s milk, salt, animal rennet",['animal rennet'],"['pasteurised cows milk->milk, partly skimmed, 1.5 % fat']","['milk, partly skimmed, 1.5 % fat', 'salt']",0.46499999999999997
897,"['pork nan%', 'curing mix nan%', 'salt nan%', 'sugar nan%', 'sodium citrate e331) nan%']",CA066,JAMON SERRANO BONE IN WHL 7.5KG SOINCAR,,"pork, curing mix (salt, sugar, potassium nitrate (e252), sodium nitrite (e250), ascorbic acid  (e300)), curing mix (salt, sugar, sodium citrate (e331), preservatives (e252, e250),
antioxidant (e301))","['curing mix', 'sodium citrate e331)']","['pork->pulled pork', 'sugar->sugar, white']","['pulled pork', 'salt', 'sugar, white']",2.42
898,"['pork nan%', 'spice mix nan%']",CA177,CHORIZO BBQ MINI  3X2KG SALT&CURE,,"pork, spice mix [paprika, salt, spices, lactose, milk protein, dextrine, sugar, stabiliser [tetrasodium diphosphate (e450)], antioxidant [sodium erythorbate (e316)], colour [cochineal (e120)], water, curing salt contains [salt, preservative [sodium nitrite (e250)], garlic, natural pork casing.",['spice mix'],['pork->pulled pork'],['pulled pork'],3.68
899,"['dried figs nan%', 'almond nan%', 'green aniseed nan%', 'cumin nan%', 'wheat flour, nan%']",CP059,CAKE FIG & ALMOND WHEEL 500G,,"dried figs, almond, green aniseed, cumin, wheat flour,","['dried figs', 'green aniseed', 'wheat flour,']",['almond->almonds'],"['almonds', 'cumin']",1.3843
900,"['quince nan%', 'sugar nan%', 'apple pectin nan%', 'lemon juice nan%', 'cinnamon nan%', 'lemon zest. nan%', 'quince pear nan%', 'suga nan%']",CP236,MEMBRILLO QUINCE 1.35KG,,"quince (quince pear, sugar), sugar, apple pectin, lemon juice, cinnamon, lemon zest.","['lemon zest.', 'quince pear']","['sugar->sugar, white', 'suga->sugar, white']","['quince', 'sugar, white', 'apple pectin', 'lemon juice', 'cinnamon', 'sugar, white']",1.5790200000000003
901,['paprika nan%'],IN400,PAPRIKA SMOKED HOT  70G LA CHITANA,,paprika,,,['paprika'],0.5941
902,"['piquillo peppers nan%', 'salt nan%', 'acidity regulator (citric acid e330)) nan%']",MA207,PEPPERS PIQUILLO GRILLED  2.5KG,,"piquillo peppers, salt, acidity regulator [citric acid (e330)]","['piquillo peppers', 'acidity regulator (citric acid e330))']",,['salt'],0.32
903,"[""pasteurised sheep and goat's milk nan%"", 'salt nan%', 'microbial rennet nan%', 'lactic cultures nan%', 'calcium chloride nan%']",SP041,LA MANCHA IBERICO BLENDED 3.2 KG,,"pasteurised sheep and goat's milk, salt, microbial rennet, lactic cultures, calcium chloride","[""pasteurised sheep and goat's milk"", 'microbial rennet', 'lactic cultures', 'calcium chloride']",,['salt'],0.32
904,"[""pasteurised goat's milk nan%"", 'lactic cultures nan%', 'calcium chloride nan%', 'animal rennet nan%', 'salt nan%', 'penicilium roqueforti nan%']",SP070,MONTE ENEBRO 1.3KG,,"pasteurised goat's milk, lactic cultures, calcium chloride, animal rennet, salt, penicilium roqueforti","[""pasteurised goat's milk"", 'lactic cultures', 'calcium chloride', 'animal rennet', 'penicilium roqueforti']",,['salt'],0.32
905,"[""pasteurised sheep's milk nan%"", 'salt nan%', 'vegetarian rennet nan%', 'lactic cultures nan%', 'calcium chloride nan%']",SP105,MANCHEGO 6 MNTH DIAZ MIGUEL BABY 1KG,,"pasteurised sheep's milk, salt, vegetarian rennet, lactic cultures, calcium chloride","[""pasteurised sheep's milk"", 'vegetarian rennet', 'lactic cultures', 'calcium chloride']",,['salt'],0.32
906,"['sherry vinegar nan%', 'antioxidant: sulphur anhydride nan%', 'colour: caramel e150d. nan%']",VM145,VINEGAR SHERRY  750ML VALDESPINO,,"sherry vinegar, antioxidant: sulphur anhydride, colour: caramel e150d.","['antioxidant: sulphur anhydride', 'colour: caramel e150d.']",,['sherry vinegar'],2.9684
907,"['duck lean liver 45.0%', 'duck fat nan%', 'water nan%', 'milk powder nan%', 'porto nan%', 'salt nan%', 'wheat flour nan%', 'spices and aromatic plant nan%', 'milk nan%', 'proteins and lactose nan%', 'sugar nan%', 'dextrose nan%', 'antioxidant: sodium erythorbate nan%', 'preservative: sodium nitrite. nan%', 'coating : duck fat nan%', 'emulsifier : e471 nan%', 'coloring agent : e161b. nan%']",CA695,DUCK LIVER MOUSSE 1.5KG,,"duck lean liver (45%), duck fat, water, milk powder, porto, salt, wheat flour, spices and aromatic plant, milk 
proteins and lactose, sugar, dextrose, antioxidant: sodium erythorbate, preservative: sodium nitrite.
coating : duck fat, emulsifier : e471, coloring agent : e161b.","['duck lean liver', 'duck fat', 'spices and aromatic plant', 'proteins and lactose', 'antioxidant: sodium erythorbate', 'preservative: sodium nitrite.', 'coating : duck fat', 'emulsifier : e471', 'coloring agent : e161b.']","['porto->portobello mushroom', 'wheat flour->buckwheat flour', 'milk->goat milk', 'sugar->sugar, white']","['water', 'milk powder', 'portobello mushroom', 'salt', 'buckwheat flour', 'goat milk', 'sugar, white', 'dextrose']",1.853025
908,"['milk nan%', 'rennet nan%', 'cultures nan%', 'penicillin roquefort nan%', 'salt nan%', 'cider nan%']",EB393,DRUNKEN BURT 180G,,"milk, rennet, cultures, penicillin roquefort, salt, cider","['rennet', 'cultures', 'penicillin roquefort']","['milk->goat milk', 'cider->cider 4.5%']","['goat milk', 'salt', 'cider 4.5%']",1.9400000000000002
909,"['milk nan%', 'salt nan%', 'vine leaves nan%', 'cultures nan%', 'vegetarian rennet nan%', 'penicillium roqueforti nan%', 'cider nan%']",EC154,DIVINE 180G,,"milk, salt, vine leaves, cultures, vegetarian rennet, penicillium roqueforti, cider","['vine leaves', 'cultures', 'vegetarian rennet', 'penicillium roqueforti']","['milk->goat milk', 'cider->cider 4.5%']","['goat milk', 'salt', 'cider 4.5%']",1.9400000000000002
910,"['coconut oil nan%', 'gluten free oat fibre nan%', 'guar gum nan%', 'lactic acid nan%', 'maize starch nan%', 'modified maize starch nan%', 'modified potato starch nan%', 'natural flavouring nan%', 'salt nan%', 'sodium lactate nan%', 'water nan%', 'yeast nan%', 'boost nan%', 'carotenes nan%', 'carrageenan. nan%']",DM101,CHEDDAR WHITE VEGAN 6 X 200G,,"coconut oil, gluten free oat fibre, guar gum, lactic acid, maize starch, modified maize starch, modified potato starch, natural flavouring, salt, sodium lactate, water, yeast, boost, carotenes, carrageenan.","['gluten free oat fibre', 'guar gum', 'lactic acid', 'maize starch', 'modified maize starch', 'modified potato starch', 'natural flavouring', 'sodium lactate', 'boost', 'carotenes', 'carrageenan.']","['yeast->yeast, bakers, compressed']","['coconut oil', 'salt', 'water', 'yeast, bakers, compressed']",1.1323999999999999
911,"['water nan%', 'coconut oil nan%', 'modified potato starch nan%', 'gluten free oat fibre nan%', 'maize starch nan%', 'salt nan%', 'natural flavourings nan%', 'modified maize starch nan%', 'tricalcium citrate nan%', 'thickener (carrageenan e407)) nan%', 'thickener (guar gum e412)) nan%', 'acidity regulator (lactic acid e270) dairy free)) nan%', 'acidity regulator (sodium lactate e325) dairy free)) nan%', 'colour (mixed carotenes). nan%']",DM105,MOZZARELLA STYLE  GRATED VEGAN 2KG,,"water, coconut oil, modified potato starch, gluten free oat fibre, maize starch, salt, natural flavourings, modified maize starch, tricalcium citrate, thickener (carrageenan (e407)), thickener (guar gum (e412)), acidity regulator (lactic acid (e270) (dairy free)), acidity regulator (sodium lactate (e325) (dairy free)), colour (mixed carotenes).                                                                                                          ","['modified potato starch', 'gluten free oat fibre', 'maize starch', 'natural flavourings', 'modified maize starch', 'tricalcium citrate', 'thickener (carrageenan e407))', 'thickener (guar gum e412))', 'acidity regulator (lactic acid e270) dairy free))', 'acidity regulator (sodium lactate e325) dairy free))', 'colour (mixed carotenes).']",,"['water', 'coconut oil', 'salt']",1.0265333333333333
912,"['milk nan%', 'lactic starter culture nan%', 'veg rennet nan%', 'mould culture nan%', 'salt nan%', 'annato norbixin nan%']",EB091,BLACKSTICKS BLUE WHOLE 2.5KG,,"milk, lactic starter culture, veg rennet, mould culture, salt, annato norbixin","['lactic starter culture', 'veg rennet', 'mould culture', 'annato norbixin']",['milk->goat milk'],"['goat milk', 'salt']",2.3600000000000003
913,"[""pasteurised cow's milk nan%"", 'skimmed milk powder nan%', 'rippening mix nan%', 'vegetarian rennet nan%', 'salt nan%', 'lactic culture nan%']",EB418,BURLAND BLOOM 150G,,"pasteurised cow's milk, skimmed milk powder, rippening mix, vegetarian rennet, salt, lactic culture","['skimmed milk powder', 'rippening mix', 'vegetarian rennet', 'lactic culture']","[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat', 'salt']",0.46499999999999997
914,['cheese (milk) nan%'],EB420,STRATFORD BLUE 2.5KG,,cheese (milk),['cheese (milk)'],,,
915,"['cheese nan%', 'milk nan%', 'colour: annatto norbixi nan%']",EB423,BLACKSTICKS BLUE WEDGE 150G,,"cheese (milk, colour: annatto norbixin)",['colour: annatto norbixi'],"['cheese->blue cheese', 'milk->goat milk']","['blue cheese', 'goat milk']",2.92
916,"['milk nan%', 'salt nan%', 'lactic culture nan%', 'microbial rennet nan%', 'surface moould nan%', 'calcium chloride nan%', 'yeast nan%', 'charcoal ash nan%']",EG003,KIDDERTON ASH GOAT LOG 160G,,"milk, salt, lactic culture, microbial rennet, surface moould, calcium chloride, yeast, charcoal ash","['lactic culture', 'microbial rennet', 'surface moould', 'calcium chloride', 'charcoal ash']","['milk->goat milk', 'yeast->yeast, bakers, compressed']","['goat milk', 'salt', 'yeast, bakers, compressed']",2.056666666666667
917,['clotted cream (milk) nan%'],DC027,CLOTTED CREAM BLACKMORE 1KG,,clotted cream (milk),['clotted cream (milk)'],,,
918,"['milk nan%', 'cream nan%', 'starter culture, nan%']",DC059,SOUR CREAM SET CROXTON MANOR 2KG,,"milk, cream, starter culture,","['starter culture,']","['milk->goat milk', 'cream->cream, whipping, 38 % fat']","['goat milk', 'cream, whipping, 38 % fat']",3.2700000000000005
919,"['skimmed milk nan%', 'cream nan%', 'permeate nan%', 'salt nan%', 'modified tapioca starch e1442 nan%', 'stabiliser blend - xanthan gum e415 nan%', 'locust bean gum e410 nan%', 'starter culture. nan%']",DS001,CREAM CHEESE BLACKMORE VALE 2KG FFS,,"skimmed milk, cream, permeate, salt, modified tapioca starch e1442, stabiliser blend - xanthan gum e415, locust bean gum e410, starter culture.","['skimmed milk', 'permeate', 'modified tapioca starch e1442', 'stabiliser blend - xanthan gum e415', 'locust bean gum e410', 'starter culture.']","['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat', 'salt']",1.23
920,"['milk & milk solids nan%', 'cream nan%', 'starter cultures, nan%']",DY016,YOGHURT NATURAL LOW FAT STIRRED CROX 5KG,,"milk & milk solids, cream, starter cultures,","['milk & milk solids', 'starter cultures,']","['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat']",2.14
921,"['milk & milk solids nan%', 'cream nan%', 'starter cultures, nan%']",DY085,YOGHURT GREEK STYLE CROXTON MANOR 5LTR,,"milk & milk solids, cream, starter cultures,","['milk & milk solids', 'starter cultures,']","['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat']",2.14
922,['cheese (milk) nan%'],EB414,ROYAL BASSETT BLUE UNBOXED 200G,,cheese (milk),['cheese (milk)'],,,
923,"['cashews nan%', 'almonds nan%', 'macadamias nan%', 'pistachios nan%', 'pecans nan%', 'salt nan%', 'truffle oil nan%', 'sunflower oil. nan%']",BS371,MIX 15 BAKED SALTED TRUFFLE NUT  3X1KG,,"cashews, almonds, macadamias, pistachios, pecans, salt, truffle oil, sunflower oil.","['cashews', 'macadamias', 'pecans', 'truffle oil', 'sunflower oil.']",,"['almonds', 'pistachios', 'salt']",2.169333333333334
924,"['peanuts nan%', 'salt nan%', 'gum arabic nan%', 'rice flour nan%', 'paprika extract nan%', 'smoke flavour nan%', 'oregano nan%', 'yeast extract nan%', 'onion nan%', 'cinnamon nan%', 'garlic nan%', 'dill nan%', 'carob nan%', 'turmeric. nan%']",BS373,DRY ROASTED PEANUTS 24X45G,,"peanuts, salt, gum arabic, rice flour, paprika extract, smoke flavour, oregano, yeast extract, onion, cinnamon, garlic, dill, carob, turmeric.","['gum arabic', 'paprika extract', 'smoke flavour', 'yeast extract', 'carob', 'turmeric.']","['peanuts->peanuts, oilroasted and salted', 'oregano->oregano, dried', 'onion->red onion', 'garlic->garlic, raw', 'dill->dill, raw']","['peanuts, oilroasted and salted', 'salt', 'rice flour', 'oregano, dried', 'red onion', 'cinnamon', 'garlic, raw', 'dill, raw']",0.9363250000000001
925,"['peanuts nan%', 'cashews nan%', 'almonds nan%', 'hazelnuts nan%', 'salt nan%', 'sunflower oil nan%']",BS377,BAKED SALT MIXED NUTS JAR 15 X 95G,,"peanuts, cashews, almonds, hazelnuts, salt, sunflower oil","['cashews', 'hazelnuts']","['peanuts->peanuts, oilroasted and salted']","['peanuts, oilroasted and salted', 'almonds', 'salt', 'sunflower oil']",2.175825
926,"['peanuts nan%', 'sunflower oil nan%', 'salt nan%']",BS379,BAKED SALTED PEANUTS 24X45G,,"peanuts, sunflower oil, salt",,"['peanuts->peanuts, oilroasted and salted']","['peanuts, oilroasted and salted', 'sunflower oil', 'salt']",2.1933333333333334
927,"['peanuts nan%', 'cashews nan%', 'gum arabic nan%', 'sugar nan%', 'salt nan%', 'soya nan%', 'garlic nan%', 'onion nan%', 'chilli powder nan%', 'yeast extract nan%', 'tomato nan%', 'spice nan%', 'citric acid nan%', 'natural flavouring nan%', 'red pepper nan%', 'paprika extract. nan%']",BS382,SWEET CHILLI PEANUTS & CASHEWS 24X45G,,"peanuts, cashews, gum arabic, sugar, salt, soya, garlic, onion, chilli powder, yeast extract, tomato, spice, citric acid, natural flavouring, red pepper, paprika extract.","['cashews', 'gum arabic', 'soya', 'chilli powder', 'yeast extract', 'citric acid', 'natural flavouring', 'red pepper', 'paprika extract.']","['peanuts->peanuts, oilroasted and salted', 'sugar->sugar, white', 'garlic->garlic, raw', 'onion->red onion', 'tomato->tomato, dried', 'spice->spices']","['peanuts, oilroasted and salted', 'sugar, white', 'salt', 'garlic, raw', 'red onion', 'tomato, dried', 'spices']",1.3779000000000001
928,,BS386,SPICY CORN RETAIL BAGS 24X32g,,"83% corn, 12% sunflower oil, 2% salt, 2% chilli seasoning (maltodextrin, herbs, spices, dried tomato powder, salt), 1% paprika oil",,,,
929,"['sunflower oil nan%', 'chilli seasoning nan%']",BS389,GIANT SPICY CORN 3X650G,,"79% corn, sunflower oil, chilli seasoning (salt, maltodextrin, spices, dried tomato powder, onion powder, chilli powder (paprika, cumin, oregano, garlic powder, salt), garlic powder, paprika, yeast extract, acidity regulator (citric acid), paprika oil (sunflower oil, colour: paprika extract).",['chilli seasoning'],,['sunflower oil'],3.76
930,"['stabiliser: gum arabic . nan%', 'salt nan%', 'dried soy sauce nan%', 'garlic nan%', 'onion nan%', 'chilli nan%', 'yeast extract nan%', 'tomato nan%', 'red bell pepper nan%', 'paprika extract nan%', 'spices nan%', 'acidity regulator: citric acid nan%', 'rapeseed oil nan%', 'natural flavouring nan%', 'water nan%', 'gum acacia nan%', 'glucose syrup nan%', 'sucrose nan%', 'ethanol nan%', 'coconut oil nan%', 'rapeseed oil nan%', 'citric aci nan%', 'contains: soy beans nan%', 'salt nan%', 'spirit vinega nan%']",BS391,MIX 7 BAKED SALT CHILLI & SWEET NUT3X1KG,,"55.8% peanuts , 14.5% cashews , 14.5% almonds, 8.9% sugar, 2.5% sesame seeds , 1.1% salt, 0.5% honey, 0.33% sunflower oil.
stabiliser: gum arabic (water, gum acacia, glucose syrup, sucrose, ethanol, coconut oil, rapeseed oil, citric acid).
1.7% sweet chilli seasoning contains: sugar, salt, dried soy sauce (contains: soy beans, salt, spirit vinegar), garlic, onion, chilli, yeast extract, tomato, red bell pepper, paprika extract, spices, acidity regulator: citric acid, rapeseed oil, natural flavouring","['stabiliser: gum arabic .', 'dried soy sauce', 'yeast extract', 'red bell pepper', 'paprika extract', 'acidity regulator: citric acid', 'natural flavouring', 'gum acacia', 'glucose syrup', 'sucrose', 'ethanol', 'citric aci', 'contains: soy beans', 'spirit vinega']","['garlic->garlic, raw', 'onion->red onion', 'chilli->chilli cheese tops', 'tomato->tomato, dried']","['salt', 'garlic, raw', 'red onion', 'chilli cheese tops', 'tomato, dried', 'spices', 'rapeseed oil', 'water', 'coconut oil', 'rapeseed oil', 'salt']",1.2130925925925924
