,Supplier,Product Code,Product Name,Case Size,Ingredients,MissingName,MatchedName,Main,CO2perKG
522,"['almonds 89.7%', 'sugar 9.2%', 'salt rosemary 0.0%', 'honey 0.5%', 'dextrose 0.5%', 'rosemary essential oil 0.0%']",BS408,ROSEMARY ALMONDS 10KG,,"almonds (87.30%), sugar (9.00%), salt (1.50%)rosemary (1.00%),  honey (0.50%),  dextrose (0.50%), rosemary essential oil (0.50%)","['salt rosemary', 'rosemary essential oil']","['almonds', 'honey', 'dextrose', 'sugar->sugar, white']","['almonds', 'sugar, white', 'honey', 'dextrose']",2.118491161356629
523,"['pork 50.0%', 'spices 50.0%']",CA017,CHORIZO BBQ MINI 18PK 4.25KG SALT&CURE,,"pork, spices (paprika, salt, spices, lactose, milk protein, dextrine, sugar, stabiliser (tetrasodium disulphate), antioxidant (sodium erythorbate), colour (conchineal), water, curing salt: salt and preservative nitrate, garlic,",,"['spices', 'pork->pulled pork']","['pulled pork', 'spices']",2.16265
524,"['pork leg 0.0%', 'salt. 0.0%']",CA029,PROSCIUTTO PARMA BLS WHL 7.5KG R.AUGUSTO,,"pork leg, salt.","['pork leg', 'salt.']",,,
525,"['meat coppa 0.0%', 'salt 100.0%', 'natural flavouring 0.0%', 'acidity regulator 0.0%', 'ascorbic acid e300 0.0%', 'preservative 0.0%', 'potassium nitrate (e252). 0.0%']",CA050,COPPA AIR DRIED SLC 500G,,"meat coppa, salt, natural flavouring, acidity regulator:ascorbic acid e300, preservative: potassium nitrate (e252).","['meat coppa', 'natural flavouring', 'acidity regulator', 'ascorbic acid e300', 'preservative', 'potassium nitrate (e252).']",['salt'],['salt'],0.32
526,"['pork 33.3%', 'salt 33.3%', 'sugar 33.3%', 'antioxidant 0.0%', 'preservative . 0.0%', 'sodium ascorbate (e301) 0.0%', 'sodium citrate 0.0%', 'sodium nitrite (e250) 0.0%', 'potassium nitrate 0.0%']",CA061,JAMON SERRANO BONELESS WHL 5KG SOINCAR,,"pork, salt, sugar, antioxidant [sodium ascorbate (e301), sodium citrate (e331)], preservative [sodium nitrite (e250), potassium nitrate (e252)].","['antioxidant', 'preservative .', 'sodium ascorbate (e301)', 'sodium citrate', 'sodium nitrite (e250)', 'potassium nitrate']","['salt', 'pork->pulled pork', 'sugar->sugar, white']","['pulled pork', 'salt', 'sugar, white']",2.0
527,"['pork 50.0%', 'salt 50.0%', 'seasoning 0.0%', 'stabiliser [diphosphate] 0.0%', 'antioxidant [sodium ascorbate] 0.0%', 'preservative . 0.0%', 'sodium nitrite 0.0%', 'beechwood smoke 0.0%']",CA097,BLACKIE HAM (HALF) 2KG,,"pork, salt, seasoning, stabiliser [diphosphate], antioxidant [sodium ascorbate], preservative [sodium nitrite, beechwood smoke].
","['seasoning', 'stabiliser [diphosphate]', 'antioxidant [sodium ascorbate]', 'preservative .', 'sodium nitrite', 'beechwood smoke']","['salt', 'pork->pulled pork']","['pulled pork', 'salt']",2.0
528,"['pork fat 0.0%', 'salt 50.0%', 'dextrose 50.0%', 'fructose 0.0%', 'flavouring and spices 0.0%', 'antioxidant [sodium ascorbate (e301)] 0.0%', 'preservatives 0.0%', 'potassium nitrate (e252) 0.0%', 'sodium nitrite (e250). 0.0%']",CA133,PANCETTA SMOKED WHL 1.35KG,,"pork fat, salt, dextrose, fructose, flavouring and spices,    antioxidant [sodium ascorbate (e301)], preservatives: potassium nitrate (e252), sodium nitrite (e250).","['pork fat', 'fructose', 'flavouring and spices', 'antioxidant [sodium ascorbate (e301)]', 'preservatives', 'potassium nitrate (e252)', 'sodium nitrite (e250).']","['salt', 'dextrose']","['salt', 'dextrose']",2.5401000000000002
529,"['salami 100.0%', 'coating 0.0%', 'pork 33.3%', 'salt 33.3%', 'glucose syrup 0.0%', 'spices 33.3%', 'natural flavour 0.0%', 'antioxidant (sodium ascorbate) 0.0%', 'preservative (sodium nitrite) 0.0%', 'starter cultures 0.0%', 'beechwood smoke 0.0%']",CA141,SALAMI PEPPER BLOCK 1.6KG,,"salami (97%) (pork, salt, glucose syrup, spices, natural flavour, antioxidant (sodium ascorbate), preservative (sodium nitrite), starter cultures, beechwood smoke), coating (3%) (pepper (74%), pork gelatine, acidity regulator (sodium diacetate), acidifier (acetic acid), salt)","['coating', 'glucose syrup', 'natural flavour', 'antioxidant (sodium ascorbate)', 'preservative (sodium nitrite)', 'starter cultures', 'beechwood smoke']","['salami', 'salt', 'spices', 'pork->pulled pork']","['salami', 'pulled pork', 'salt', 'spices']",8.1219
530,"['pork meat 0.0%', 'salt 33.3%', 'dextrose 33.3%', 'flavouring 0.0%', 'spices 33.3%', 'preservative . 0.0%', 'potassium nitrate (e252) 0.0%', 'sodium nitrite 0.0%']",CA155,SALAMI MILANO WHL 2.5KG GALBANI,,"pork meat, salt, dextrose, flavouring, spices, preservative [potassium nitrate (e252), sodium nitrite (e250)].","['pork meat', 'flavouring', 'preservative .', 'potassium nitrate (e252)', 'sodium nitrite']","['salt', 'dextrose', 'spices']","['salt', 'dextrose', 'spices']",1.9085
531,"['stuffing 100.0%', 'pork fat 0.0%', 'chicken liver 0.0%', 'lardons 14.3%', 'pork shoulder 0.0%', 'pork breast 0.0%', 'port 14.3%', 'armagnac 0.0%', 'pork gelatine 0.0%', 'parsley 14.3%', 'salt 14.3%', 'thickeners 0.0%', 'mashed garlic 14.3%', 'stabilisers 0.0%', 'spices and seasoning 0.0%', 'sugar 14.3%', 'dextrose 14.3%', 'preservative 0.0%', 'sodium nitrite 0.0%', 'pork belly 0.0%', 'salt 50.0%', 'preservatives 0.0%', 'potassium lactate 0.0%', 'sodium acetate 0.0%', 'sodium nitrite 0.0%', 'sugar 50.0%', 'antioxidant 0.0%', 'sodium ascorbate 0.0%', 'carrageenans 0.0%', 'carob seed powder and potassium chloride 0.0%', 'rehydrated garlic 0.0%', 'salt 100.0%', 'preservative 0.0%', 'citric acid 0.0%', 'diphosphates 0.0%', 'polyphosphates 0.0%', 'tripolyphosphates 0.0%']",CA167,TERRINE SAVEURS WITH CHICKEN LIVER 1KG,,"stuffing [chicken liver 39%, lardons (pork belly, salt, preservatives : potassium lactate, sodium acetate, sodium nitrite, sugar, antioxidant : sodium ascorbate), pork shoulder, pork breast, port, armagnac, pork gelatine, parsley, salt, thickeners (carrageenans, carob seed powder and potassium chloride), mashed garlic (rehydrated garlic, salt, preservative: citric acid), stabilisers (diphosphates, polyphosphates, tripolyphosphates), spices and seasoning, sugar, dextrose, preservative: sodium nitrite], pork fat","['stuffing', 'pork fat', 'chicken liver', 'lardons', 'pork shoulder', 'pork breast', 'armagnac', 'pork gelatine', 'thickeners', 'mashed garlic', 'stabilisers', 'spices and seasoning', 'preservative', 'sodium nitrite', 'pork belly', 'preservatives', 'potassium lactate', 'sodium acetate', 'sodium nitrite', 'antioxidant', 'sodium ascorbate', 'carrageenans', 'carob seed powder and potassium chloride', 'rehydrated garlic', 'preservative', 'citric acid', 'diphosphates', 'polyphosphates', 'tripolyphosphates']","['salt', 'dextrose', 'port->portulaca', 'parsley->parsley, raw', 'sugar->sugar, white', 'salt', 'sugar->sugar, white', 'salt']","['portulaca', 'parsley, raw', 'salt', 'sugar, white', 'dextrose', 'salt', 'sugar, white', 'salt']",1.3145857142857142
532,"['chicken breast fillet 0.0%', 'skin-on |salt 0.0%']",CA203,SMOKED CHICKEN SKIN ON FILLETS 175G C/4,,"chicken breast fillet, skin-on (98.80%)|salt (1.20%)","['chicken breast fillet', 'skin-on |salt']",,,
533,"['mutton 0.0%', 'curing salt 0.0%', 'garlic puree 0.0%', 'black pepper 0.0%', 'partially dealcoholised port 0.0%', 'dried rosemary 0.0%', 'juniper berries 50.0%', 'dextrose monohydrate 0.0%', 'antioxidant 0.0%', 'sodium ascorbat 0.0%', 'dextrose 50.0%', 'bacterial culture 0.0%', 'preservative 0.0%', 'sodium nitrite 0.0%']",CA238,MUTTON BEECH SMOKED WHL 1.3KG CAPREOLUS,,"mutton (93.48%), curing salt (preservative:sodium nitrite), garlic puree, black pepper, partially dealcoholised port, dried rosemary, juniper berries, dextrose monohydrate,  antioxidant:sodium ascorbat, dextrose, bacterial culture","['mutton', 'curing salt', 'garlic puree', 'black pepper', 'partially dealcoholised port', 'dried rosemary', 'dextrose monohydrate', 'antioxidant', 'sodium ascorbat', 'bacterial culture', 'preservative', 'sodium nitrite']","['juniper berries', 'dextrose']","['juniper berries', 'dextrose']",2.61105
534,"['pork 25.0%', 'pork fat 0.0%', 'kashmiri chilli 0.0%', 'curing salt 25.0%', 'black pepper 0.0%', 'cayenne pepper 0.0%', 'fennel seeds 25.0%', 'chilli flakes 0.0%', 'sodium ascorbate 0.0%', 'dextrose 25.0%', 'bacterial culture 0.0%', 'salt 100.0%', 'sodium nitrite 0.0%']",CA245,SALAMI DORSET NDUJAx5 WHL 600G CAPREOLUS,,"pork, pork fat, kashmiri chilli, curing salt (salt, sodium nitrite), black pepper, cayenne pepper, fennel seeds, chilli flakes, sodium ascorbate, dextrose, bacterial culture","['pork fat', 'kashmiri chilli', 'curing salt', 'black pepper', 'cayenne pepper', 'chilli flakes', 'sodium ascorbate', 'bacterial culture', 'sodium nitrite']","['fennel seeds', 'dextrose', 'pork->pulled pork', 'salt']","['pulled pork', 'fennel seeds', 'dextrose', 'salt']",2.446625
535,"['pork ham 0.0%', 'salt 100.0%']",CA274,JAMON SERRANO 12M SLC 500G SALT&CURE,,"pork ham, salt",['pork ham'],['salt'],['salt'],0.32
536,"['pork 25.0%', 'salt 25.0%', 'paprika 25.0%', 'pork protein 0.0%', 'dextrin 0.0%', 'cayenne 0.0%', 'dextrose 25.0%', 'garlic powder 0.0%', 'sodium ascorbate 0.0%', 'pottasium nitrate 0.0%', 'sodium nitrate 0.0%']",CA281,CHORIZO GR PICANTE WHL 1.7KG SALT&CURE,,"pork, salt, paprika, pork protein, dextrin, cayenne, dextrose, garlic powder, , sodium ascorbate, pottasium nitrate, sodium nitrate","['pork protein', 'dextrin', 'cayenne', 'garlic powder', 'sodium ascorbate', 'pottasium nitrate', 'sodium nitrate']","['salt', 'paprika', 'dextrose', 'pork->pulled pork']","['pulled pork', 'salt', 'paprika', 'dextrose']",2.338575
537,"['acorn fed iberico tenderloin 0.0%', 'sea salt 20.0%', 'paprika 20.0%', 'spices 20.0%', 'sugar 20.0%', 'preservatives 0.0%', 'anti-oxidants (ascorbate soda) 0.0%', 'dextrose 20.0%', 'sodium nitrite 0.0%', 'potassium nitrite 0.0%']",CA290,LOMO IBERICO BELLOTA 100% IBERICO 80G,,"acorn fed iberico tenderloin, sea salt, paprika, spices, sugar, preservatives (sodium nitrite, potassium nitrite), anti-oxidants (ascorbate soda), dextrose","['acorn fed iberico tenderloin', 'preservatives', 'anti-oxidants (ascorbate soda)', 'sodium nitrite', 'potassium nitrite']","['paprika', 'spices', 'dextrose', 'sea salt->salt', 'sugar->sugar, white']","['salt', 'paprika', 'spices', 'sugar, white', 'dextrose']",1.6639200000000003
538,"['iberico pork meat 0.0%', 'salt 33.3%', 'dextrine 0.0%', 'pork based protein 0.0%', 'dextrose 33.3%', 'spices 33.3%', 'anti-oxidant (sodium ascorbate) 0.0%', 'preservative 0.0%']",CA292,SALCHICHON IBERICO BELLOTA 100G,,"iberico pork meat, salt, dextrine, pork based protein, dextrose, spices, anti-oxidant (sodium ascorbate), preservative (sodium nitrite, sodium nitrate)","['iberico pork meat', 'dextrine', 'pork based protein', 'anti-oxidant (sodium ascorbate)', 'preservative']","['salt', 'dextrose', 'spices']","['salt', 'dextrose', 'spices']",1.9085
539,"['iberian pork meat 0.0%', 'salt 33.3%', 'paprika 33.3%', 'dextrin 0.0%', 'pork protein 0.0%', 'dextrose 33.3%', 'garlic powder antioxidant (sodium ascorbate) 0.0%', 'presevatives 0.0%', 'edible pork casing 0.0%', 'sodium nitrite 0.0%', 'potassium nitrate 0.0%']",CA294,CHORIZO BELLOTA IBERICO HOOP 200G,,"iberian pork meat, salt, paprika, dextrin, pork protein, dextrose, garlic powder antioxidant (sodium ascorbate), presevatives (sodium nitrite, potassium nitrate), edible pork casing","['iberian pork meat', 'dextrin', 'pork protein', 'garlic powder antioxidant (sodium ascorbate)', 'presevatives', 'edible pork casing', 'sodium nitrite', 'potassium nitrate']","['salt', 'paprika', 'dextrose']","['salt', 'paprika', 'dextrose']",1.8914333333333335
540,"['pork 20.0%', 'salt 20.0%', 'spices 20.0%', 'dextrose 20.0%', 'rosemary 20.0%', 'garlic powder 0.0%', 'antioxidant 0.0%', 'sodium ascorbate e301 0.0%', 'preservative 0.0%', 'sodium nitrite e250 0.0%']",CA352,SALAMI ROSEMARY SLC 90G SUFFOLK,,"pork, salt, spices, dextrose, rosemary, garlic powder, antioxidant: sodium ascorbate e301, preservative: sodium nitrite e250","['garlic powder', 'antioxidant', 'sodium ascorbate e301', 'preservative', 'sodium nitrite e250']","['salt', 'spices', 'dextrose', 'pork->pulled pork', 'rosemary->rosemary, dried']","['pulled pork', 'salt', 'spices', 'dextrose', 'rosemary, dried']",1.9431
541,"['pork 25.0%', 'salt 25.0%', 'spices 25.0%', 'peppercorns 0.0%', 'red wine 0.0%', 'dextrose 25.0%', 'garlic powder 0.0%', 'antioxidant 0.0%', 'sodium ascorbate (e301) 0.0%', 'preservative 0.0%', 'sodium nitrite (e250) 0.0%', 'collagen casing 0.0%', 'sulphur dioxide 0.0%', 'potassium metabisulphite 0.0%']",CA356,SALAMI RED WINE & PEPPER WHL 1KG SUFFOLK,,"pork, salt, spices, peppercorns, red wine (sulphur dioxide, potassium metabisulphite), dextrose, garlic powder, antioxidant: sodium ascorbate (e301), preservative: sodium nitrite (e250), collagen casing,","['peppercorns', 'red wine', 'garlic powder', 'antioxidant', 'sodium ascorbate (e301)', 'preservative', 'sodium nitrite (e250)', 'collagen casing', 'sulphur dioxide', 'potassium metabisulphite']","['salt', 'spices', 'dextrose', 'pork->pulled pork']","['pulled pork', 'salt', 'spices', 'dextrose']",2.351375
542,"['pork 16.7%', 'salt 16.7%', 'paprika 16.7%', 'spices 16.7%', 'dextrose 16.7%', 'herbs 16.7%', 'garlic powder 0.0%', 'antioxidant e301 0.0%', 'preservative e250 0.0%', 'collagen casing 0.0%', 'oak & beech chippings 0.0%']",CA358,CHORIZO  WHL 1KG SUFFOLK,,"pork, salt, paprika, spices, dextrose, herbs, garlic powder, antioxidant e301, preservative e250, collagen casing, oak & beech chippings","['garlic powder', 'antioxidant e301', 'preservative e250', 'collagen casing', 'oak & beech chippings']","['salt', 'paprika', 'spices', 'dextrose', 'pork->pulled pork', 'herbs->herbs, dried']","['pulled pork', 'salt', 'paprika', 'spices', 'dextrose', 'herbs, dried']",1.7741500000000003
543,"['wild venison 0.0%', 'dried paprika 0.0%', 'dried onions 0.0%', 'dried garlic 0.0%', 'black pepper 0.0%', 'cloves 50.0%', 'chillies 0.0%', 'herbs 50.0%', 'whole green peppercorns 0.0%', 'seasalt 0.0%', 'nitrite salt e250/251 0.0%']",CA385,SALAMI VENISON GRN PEP WHL 1.4KG GT GLEN,,"wild venison, dried paprika, dried onions, dried garlic, black pepper, cloves, chillies, herbs, whole green peppercorns, seasalt, nitrite salt e250/251,","['wild venison', 'dried paprika', 'dried onions', 'dried garlic', 'black pepper', 'chillies', 'whole green peppercorns', 'seasalt', 'nitrite salt e250/251']","['cloves', 'herbs->herbs, dried']","['cloves', 'herbs, dried']",0.45494999999999997
544,"['venison 0.0%', 'sea salt 100.0%', 'nitrate salt 0.0%']",CA389,VENISON SMOKED SLC 75G GREAT GLEN,,"venison, sea salt, nitrate salt","['venison', 'nitrate salt']",['sea salt->salt'],['salt'],0.32
545,"['pork 87.5%', 'sausage casings 0.0%', 'blue cheese 8.8%', 'red wine 0.0%', 'skimmed milk powder 0.0%', 'sea salt 2.0%', 'dextrose 1.2%', 'water 0.3%', 'black pepper 0.0%', 'garlic 0.2%', 'starter culture  preservatives 0.0%', 'milk 100.0%', 'rennet 0.0%', 'starter culture 0.0%', 'mould culture 0.0%']",CA506,POKER R/W & DRAYCOTx20 WHL 500G SOMERSE,,"pork (80.70%), sausage casings	(0.40%), blue cheese (milk, rennet, starter culture, mould culture) (8.10%), red wine (4.50%), skimmed milk powder (2.50%), sea salt (1.80%), dextrose (1.10%), water (0.32%),  black pepper (0.32%), garlic (0.21%), starter culture (0.07%) preservatives [sodium nitrite (0.01%), sodium nitrate	(0.01%)]","['sausage casings', 'red wine', 'skimmed milk powder', 'black pepper', 'starter culture  preservatives', 'rennet', 'starter culture', 'mould culture']","['blue cheese', 'dextrose', 'water', 'pork->pulled pork', 'sea salt->salt', 'garlic->garlic, raw', 'milk->goat milk']","['pulled pork', 'blue cheese', 'salt', 'dextrose', 'water', 'garlic, raw', 'goat milk']",3.5424444107123496
546,"['salmon 50.0%', 'salt 50.0%', 'real oak smoke 0.0%']",CA516,SMOKED SALMON L CUT CHAPEL & SWAN 200G,,"salmon, salt, real oak smoke",['real oak smoke'],"['salt', 'salmon->salmon trout']","['salmon trout', 'salt']",2.3293500000000003
547,"['duck legs 0.0%', 'duck fat 0.0%', 'sea salt 25.0%', 'garlic 25.0%', 'black pepper 0.0%', 'thyme 25.0%', 'allspice 0.0%', 'bay leaves 0.0%', 'cloves 25.0%']",CA520,DUCK LEG CONFITx2 WHL  460G CAPREOLUS,,"duck legs, duck fat, sea salt, garlic, black pepper, thyme, allspice, bay leaves, cloves                                                                                                     ","['duck legs', 'duck fat', 'black pepper', 'allspice', 'bay leaves']","['cloves', 'sea salt->salt', 'garlic->garlic, raw', 'thyme->thyme, dried']","['salt', 'garlic, raw', 'thyme, dried', 'cloves']",0.55615
548,"['pork 16.7%', 'pork fat 0.0%', 'salt 16.7%', 'black pepper 0.0%', 'white pepper 0.0%', 'dextrose 16.7%', 'garlic 16.7%', 'mace 0.0%', 'ginger 16.7%', 'nutmeg 16.7%', 'starter culture  preservative [sodium nitrite (e250)] preservative [potassium nitrate (e252)] 0.0%']",CA551,SALAMI ISLGN SAUCISSONx3 WHL 750G COBBLE,,"pork, pork fat,  salt, black pepper, white pepper,  dextrose,  garlic, mace,  ginger, nutmeg, starter culture  preservative [sodium nitrite (e250)] preservative [potassium nitrate (e252)]                                                                                                                             ","['pork fat', 'black pepper', 'white pepper', 'mace', 'starter culture  preservative [sodium nitrite (e250)] preservative [potassium nitrate (e252)]']","['salt', 'dextrose', 'nutmeg', 'pork->pulled pork', 'garlic->garlic, raw', 'ginger->ginger root, raw']","['pulled pork', 'salt', 'dextrose', 'garlic, raw', 'ginger root, raw', 'nutmeg']",2.3977166666666667
549,"['pork 33.3%', 'salt 33.3%', 'demerara 0.0%', 'caraway 0.0%', 'black pepper 0.0%', 'nutmeg 33.3%', 'preservative 0.0%']",CA553,KABANOS x15 WHL 540G COBBLE LANE,,"pork, salt, demerara, caraway, black pepper, nutmeg, preservative: (sodium nitrite, potassium nitrite)                                                                                                            ","['demerara', 'caraway', 'black pepper', 'preservative']","['salt', 'nutmeg', 'pork->pulled pork']","['pulled pork', 'salt', 'nutmeg']",2.1487
550,"['pigs blood 0.0%', 'black pudding mixed spices 0.0%', 'organic onion 0.0%', 'beef fat 0.0%', 'pork fat 0.0%', 'medium oatmeal 0.0%', 'potato starch 0.0%', 'salt 100.0%', 'brown rice flour 0.0%']",CA601,BLACK PUDDING 250G C/10,,"pigs blood, black pudding mixed spices, organic onion, beef fat, pork fat, medium oatmeal, potato starch, salt, brown rice flour","['pigs blood', 'black pudding mixed spices', 'organic onion', 'beef fat', 'pork fat', 'medium oatmeal', 'potato starch', 'brown rice flour']",['salt'],['salt'],0.32
551,"['prime rib 0.0%', 'salt pepper 0.0%', 'antioxidant (e300) 0.0%', 'preservative 0.0%']",CA614,SOPRESSA PUNTA D'COLT WHL 1.5KG LOVISON,,"prime rib, salt pepper, antioxidant (e300), preservative (e352)","['prime rib', 'salt pepper', 'antioxidant (e300)', 'preservative']",,,
552,"['pork 25.0%', 'curing salt 25.0%', 'white pepper 0.0%', 'juniper berries 25.0%', 'fennel seeds 25.0%', 'dextrose monohydrate 0.0%', 'sodium ascorbate 0.0%', 'mace blades 0.0%', 'bacterial culture 0.0%', 'cloves. 0.0%', 'salt 100.0%', 'sodium nitrite 0.0%']",CA617,PORK LOIN AIR DRIED WHL 1.25KG CAPREOLUS,,"pork, curing salt (salt, sodium nitrite), white pepper, juniper berries, fennel seeds, dextrose monohydrate, 	sodium ascorbate, mace blades, bacterial culture, cloves.","['curing salt', 'white pepper', 'dextrose monohydrate', 'sodium ascorbate', 'mace blades', 'bacterial culture', 'cloves.', 'sodium nitrite']","['juniper berries', 'fennel seeds', 'pork->pulled pork', 'salt']","['pulled pork', 'juniper berries', 'fennel seeds', 'salt']",1.37205
553,"['organic pork 0.0%', 'organic paprika 0.0%', 'curing salt  organic red wine  organic smoked paprika 0.0%', 'organic chilli 0.0%', 'organic white pepper 0.0%', 'organic garlic 0.0%', 'organic oregano 0.0%', 'organic cumin 0.0%', 'organic turmeric 0.0%', 'red wine 0.0%', 'sulphites 0.0%']",CA625,CHORIZO ORGANIC WHL 130G PEELHAM,,"organic pork, organic paprika, curing salt (salt, sodium nitrite) organic red wine (red wine, sulphites) organic smoked paprika, organic chilli, organic white pepper
organic garlic, organic oregano, organic cumin, organic turmeric","['organic pork', 'organic paprika', 'curing salt  organic red wine  organic smoked paprika', 'organic chilli', 'organic white pepper', 'organic garlic', 'organic oregano', 'organic cumin', 'organic turmeric', 'red wine', 'sulphites']",,,
554,"['duck meat 0.0%', 'duck fat 0.0%', 'sherry vinegar 50.0%', 'dried cranberries 0.0%', 'grand marnier 0.0%', 'sea salt 50.0%', 'five spice 0.0%', 'sodium nitrite 0.0%']",CA628,RILLETTE DUCK CRANBERRIES  400G CORNISH,,"duck meat, duck fat, sherry vinegar, dried cranberries
grand marnier, sea salt, five spice, sodium nitrite","['duck meat', 'duck fat', 'dried cranberries', 'grand marnier', 'five spice', 'sodium nitrite']","['sherry vinegar', 'sea salt->salt']","['sherry vinegar', 'salt']",1.6441999999999999
555,"['pork 25.0%', 'duck fat 0.0%', 'dijon mustard 0.0%', 'wholegrain mustard 0.0%', 'capers 25.0%', 'balsamic vinegar 25.0%', 'sea salt 25.0%', 'white pepper 0.0%', 'sodium nitrite 0.0%']",CA630,RILLETTE PORK TRADITIONAL  400G CORNISH,,"pork, duck fat, dijon mustard, wholegrain mustard, capers, balsamic vinegar, sea salt, white pepper, sodium nitrite","['duck fat', 'dijon mustard', 'wholegrain mustard', 'white pepper', 'sodium nitrite']","['capers', 'balsamic vinegar', 'pork->pulled pork', 'sea salt->salt']","['pulled pork', 'capers', 'balsamic vinegar', 'salt']",1.7161000000000002
556,"['salmon 50.0%', 'sea salt 50.0%', 'dark brown soft sugar 0.0%']",CA634,SALMON HOT SMOKED  1.12KG CHAPEL SWAN,,"salmon, sea salt, dark brown soft sugar",['dark brown soft sugar'],"['salmon->salmon trout', 'sea salt->salt']","['salmon trout', 'salt']",2.3293500000000003
557,"['duck breast 0.0%', 'curing salt 25.0%', 'port partially dealcoholised 0.0%', 'maple syrup 25.0%', 'honey 25.0%', 'black pepper 0.0%', 'dried thyme 0.0%', 'juniper berries 25.0%', 'bay leaves 0.0%', 'salt 100.0%', 'sodium nitrite 0.0%']",CA643,DUCK BRST HOT SMKD 3 WHL 700G CAPREOLUS,,"duck breast, curing salt (salt, sodium nitrite), port partially dealcoholised, maple syrup, honey, black pepper, dried thyme, juniper berries, bay leaves","['duck breast', 'curing salt', 'port partially dealcoholised', 'black pepper', 'dried thyme', 'bay leaves', 'sodium nitrite']","['maple syrup', 'honey', 'juniper berries', 'salt']","['maple syrup', 'honey', 'juniper berries', 'salt']",0.68135
558,"['salmon 50.0%', 'salt 50.0%']",CA646,SALMON SMOKED LONG SLC 1.2KG CHAPEL SWAN,,"salmon, salt",,"['salt', 'salmon->salmon trout']","['salmon trout', 'salt']",2.3293500000000003
559,"['pork meat 0.0%', 'salt 33.3%', 'dextrose 33.3%', 'fennel 33.3%', 'black pepper 0.0%', 'sodium nitrite 0.0%', 'sodium nitrate 0.0%', 'nigella seed 0.0%', 'fenugreek 0.0%', 'mace 0.0%']",CA648,SALAMI ACHARI WHL 600G TEMPUS,,"pork meat, salt, dextrose, fennel, black pepper, sodium nitrite, sodium nitrate, nigella seed, fenugreek, mace","['pork meat', 'black pepper', 'sodium nitrite', 'sodium nitrate', 'nigella seed', 'fenugreek', 'mace']","['salt', 'dextrose', 'fennel->fennel seeds']","['salt', 'dextrose', 'fennel seeds']",2.0355000000000003
560,"['beef silverside 0.0%', 'curing salt 50.0%', 'muscovado sugar 0.0%', 'garlic puree 0.0%', 'black pepper 0.0%', 'coriander seeds 0.0%', 'allspice berries 0.0%', 'bay leaves 0.0%', 'chilli flakes 0.0%', 'cloves 50.0%', 'ginger ground 0.0%', 'yellow mustard seed. 0.0%', 'salt 100.0%', 'sodium nitrite 0.0%']",CA650,DORSET PASTRAMI WHL 1.4KG CAPREOLUS,,"beef silverside (94.10%), curing salt (salt, sodium nitrite), muscovado sugar, garlic puree, black pepper, coriander seeds, allspice berries, bay leaves, chilli flakes	, cloves, ginger ground, yellow mustard seed.","['beef silverside', 'curing salt', 'muscovado sugar', 'garlic puree', 'black pepper', 'coriander seeds', 'allspice berries', 'bay leaves', 'chilli flakes', 'ginger ground', 'yellow mustard seed.', 'sodium nitrite']","['cloves', 'salt']","['cloves', 'salt']",0.2923
561,"['salmon 50.0%', 'salt 50.0%']",CA652,SALMON SMOKED D CUT 1.3KG CHAPEL & SWAN,,"salmon, salt",,"['salt', 'salmon->salmon trout']","['salmon trout', 'salt']",2.3293500000000003
562,"['south west pork leg 0.0%', 'black pepper 0.0%', 'potassium nitrate 0.0%', 'salt 100.0%']",CA656,FRENCH HAM BONELESS 12 MONTH 6KG,,"south west pork leg (98.00%), black pepper (0.50%),potassium nitrate (0.10%),salt (1.00%)","['south west pork leg', 'black pepper', 'potassium nitrate']",['salt'],['salt'],0.32
563,"['pork meat and fat 0.0%', 'salt 50.0%', 'lactose 0.0%', 'dextrose 50.0%', 'aromatic plant 0.0%', 'potassium nitrate 0.0%', 'ferments 0.0%', 'black pepper 0.0%']",CA658,SAUCISSON ROSETTE WHL 800G,,"pork meat and fat, salt, lactose, dextrose, aromatic plant, potassium nitrate, ferments, black pepper","['pork meat and fat', 'lactose', 'aromatic plant', 'potassium nitrate', 'ferments', 'black pepper']","['salt', 'dextrose']","['salt', 'dextrose']",2.5401000000000002
564,"['pork meat 0.0%', 'pork tripe 0.0%', 'pork head meat 0.0%', 'water 20.0%', 'mechanically separeted pork meat 0.0%', 'pork fat 0.0%', 'salt 20.0%', 'flavours 0.0%', 'pistachio 20.0%', 'sugar 20.0%', 'spices 20.0%', 'antioxidant 0.0%', 'sodium l-ascorbate 0.0%', 'preservative 0.0%', 'sodium nitrite 0.0%']",CA660,MORTADELLA WHOLE 1.5KG,,"pork meat, pork tripe,pork head meat, water,mechanically separeted pork meat, pork fat, salt, flavours, pistachio, sugar, spices, antioxidant: sodium l-ascorbate , preservative: sodium nitrite","['pork meat', 'pork tripe', 'pork head meat', 'mechanically separeted pork meat', 'pork fat', 'flavours', 'antioxidant', 'sodium l-ascorbate', 'preservative', 'sodium nitrite']","['water', 'salt', 'spices', 'pistachio->pistachios', 'sugar->sugar, white']","['water', 'salt', 'pistachios', 'sugar, white', 'spices']",1.40608
