,Supplier,Product Code,Product Name,Case Size,Ingredients,MissingName,MatchedName,Main,CO2perKG
10,"['fig puree 0.0%', 'sugar 20.0%', 'dark brown sugar 20.0%', 'water 20.0%', 'lemon juice concentrate 20.0%', 'fruit 20.0%']",CP170,FIG SET FRUIT CONSERVE 200G,,"fig puree (35%), sugar, dark brown sugar, water, lemon juice concentrate, fruit",['fig puree'],"['water', 'sugar->sugar, white', 'dark brown sugar->sugar, brown', 'lemon juice concentrate->lemon juice', 'fruit->starfruit']","['sugar, white', 'sugar, brown', 'water', 'lemon juice', 'starfruit']",1.2591199999999998
11,"['damson plum puree 0.0%', 'sugar 33.3%', 'water 33.3%', 'lemon juice concentrate 33.3%', 'fruit pectin 0.0%', 'natural damson plum flavouring 0.0%', 'citric acid 0.0%']",CP173,DAMSON PLUM SET FRUIT CONSERVE 200G,,"damson plum puree (32%), sugar, water, lemon juice concentrate, fruit pectin,
natural damson plum flavouring, citric acid","['damson plum puree', 'fruit pectin', 'natural damson plum flavouring', 'citric acid']","['water', 'sugar->sugar, white', 'lemon juice concentrate->lemon juice']","['sugar, white', 'water', 'lemon juice']",1.2340666666666666
12,"['apple puree 0.0%', 'sugar 25.0%', 'water 25.0%', 'fruit pectin 0.0%', 'lemon juice concentrate 25.0%', 'apple 25.0%', 'flavouring 0.0%', 'citric acid 0.0%']",CP180,CARAMELISED APPLE SET FRUIT CONSERVE 500,,"apple puree (31%), sugar, water, fruit pectin, lemon juice concentrate, apple
flavouring, citric acid","['apple puree', 'fruit pectin', 'flavouring', 'citric acid']","['water', 'sugar->sugar, white', 'lemon juice concentrate->lemon juice', 'apple->apple, raw, all varieties']","['sugar, white', 'water', 'lemon juice', 'apple, raw, all varieties']",1.09055
13,"['fig puree 0.0%', 'sugar 16.7%', 'dark brown sugar 16.7%', 'water 16.7%', 'lemon juice concentrate 16.7%', 'fruit 16.7%', 'pectin 16.7%', 'citric acid 0.0%']",CP182,FIG SET FRUIT CONSERVE 500G,,"fig puree (35%), sugar, dark brown sugar, water, lemon juice concentrate, fruit
pectin, citric acid","['fig puree', 'citric acid']","['water', 'sugar->sugar, white', 'dark brown sugar->sugar, brown', 'lemon juice concentrate->lemon juice', 'fruit->starfruit', 'pectin->apple pectin']","['sugar, white', 'sugar, brown', 'water', 'lemon juice', 'starfruit', 'apple pectin']",1.5958499999999998
14,"['orange puree 0.0%', 'sugar 25.0%', 'water 25.0%', 'fruit pectin 0.0%', 'lemon juice concentrate 25.0%', 'natural 25.0%', 'bittersweet flavouring 0.0%', 'natural orange flavouring 0.0%', 'citric acid 0.0%']",CP186,BITTER SWEET ORANGE SET CONSERVE 200G,,"orange puree (31%), sugar, water, fruit pectin, lemon juice concentrate, natural
bittersweet flavouring, natural orange flavouring, citric acid","['orange puree', 'fruit pectin', 'bittersweet flavouring', 'natural orange flavouring', 'citric acid']","['water', 'sugar->sugar, white', 'lemon juice concentrate->lemon juice', 'natural->natural yoghurt']","['sugar, white', 'water', 'lemon juice', 'natural yoghurt']",1.862275
15,"['tomato 7.7%', 'sugar 7.7%', 'onion 7.7%', 'spirit vinegar 0.0%', 'tomato paste 7.7%', 'thickener 0.0%', 'maize starch 0.0%', 'salt 7.7%', 'sunflower oil 7.7%', 'coriander 7.7%', 'garlic 7.7%', 'cumin 7.7%', 'fennel 7.7%', 'fenugreek 0.0%', 'nigella seeds 0.0%', 'brown mustard seeds 0.0%', 'acidity regulator 0.0%', 'citric acid 0.0%', 'turmeric 7.7%', 'cloves 7.7%', 'cayenne pepper 0.0%', 'cardamom 7.7%', 'tomato 50.0%', 'tomato juice 50.0%', 'citric acid 0.0%']",CP223,SPICY TOMATO & CARAMELISED ONION CHUTNEY,,"tomato [tomato, tomato juice, citric acid], sugar, onion, spirit vinegar, tomato paste, thickener: maize starch, salt, sunflower oil, coriander, garlic, cumin, fennel, fenugreek,, nigella seeds, brown mustard seeds, acidity regulator: citric acid, turmeric, cloves, cayenne pepper, cardamom                                                                                                                            ","['spirit vinegar', 'thickener', 'maize starch', 'fenugreek', 'nigella seeds', 'brown mustard seeds', 'acidity regulator', 'citric acid', 'cayenne pepper', 'citric acid']","['salt', 'sunflower oil', 'cumin', 'turmeric', 'cloves', 'cardamom', 'tomato->tomato, dried', 'sugar->sugar, white', 'onion->red onion', 'tomato paste->tomato paste, concentrated', 'coriander->coriander, dried', 'garlic->garlic, raw', 'fennel->fennel seeds', 'tomato->tomato, dried', 'tomato juice->tomato juice, canned']","['tomato, dried', 'sugar, white', 'red onion', 'tomato paste, concentrated', 'salt', 'sunflower oil', 'coriander, dried', 'garlic, raw', 'cumin', 'fennel seeds', 'turmeric', 'cloves', 'cardamom', 'tomato, dried', 'tomato juice, canned']",1.2598692307692307
16,"['white sugar 0.0%', 'water 33.3%', 'rhubarb puree 0.0%', 'pectin 33.3%', 'lemon juice concentrate 33.3%', 'natural flavouring 0.0%', 'tricalcium citrate (e330) 0.0%', 'citric acid 0.0%']",CP232,RHUBARB FRUIT CONSERVE 500G,,"white sugar, water, rhubarb puree, pectin, lemon juice concentrate, natural flavouring, tricalcium citrate (e330), citric acid","['white sugar', 'rhubarb puree', 'natural flavouring', 'tricalcium citrate (e330)', 'citric acid']","['water', 'pectin->apple pectin', 'lemon juice concentrate->lemon juice']","['water', 'apple pectin', 'lemon juice']",1.6605666666666667
17,"['quince 33.3%', 'sugar 33.3%', 'gelling agent 0.0%', 'pectin 33.3%', 'acidity regulator 0.0%', 'citric acid 0.0%', 'preservative 0.0%', 'benzoic acid 0.0%']",CP235,MEMBRILLO QUINCE 1.75kg,,"quince,sugar, gelling agent: pectin, acidity regulator:citric acid, preservative:benzoic acid","['gelling agent', 'acidity regulator', 'citric acid', 'preservative', 'benzoic acid']","['quince', 'sugar->sugar, white', 'pectin->apple pectin']","['quince', 'sugar, white', 'apple pectin']",1.850266666666667
18,['arbequina extra virgin olive oil 0.0%'],DA105,OLIVE OIL ARBEQUINA 1LTR DELL'AMI,,arbequina extra virgin olive oil,['arbequina extra virgin olive oil'],,,
19,['riso carnaroli 0.0%'],DA302,RICE CARNAROLI RISOTTO 1KG DELLAMI,,riso carnaroli,['riso carnaroli'],,,
20,['integral black venus rice 0.0%'],DA305,RICE BLACK VENERE 1KG TENUTA MARGHERITA,,integral black venus rice,['integral black venus rice'],,,
21,"['refined olive pomace oil 0.0%', 'refined sunflower oil 0.0%']",DA406,OIL POMACE LEON/LEFKTRO  5LTR DELLAMI,,"refined olive pomace oil, refined sunflower oil","['refined olive pomace oil', 'refined sunflower oil']",,,
22,"['wine vinegar 0.0%', 'concentrated grape must 0.0%', 'colourant 0.0%', 'sulphite ammonia caramel e150d 0.0%']",DA501,VINEGAR BALSAMIC MODENA  5LTR F. ESTENSE,,"wine vinegar, concentrated grape must, colourant: sulphite ammonia caramel e150d","['wine vinegar', 'concentrated grape must', 'colourant', 'sulphite ammonia caramel e150d']",,,
23,"['cream 50.0%', 'salt 50.0%']",DB043,BUTTER NETHEREND SALTED PTN 30GX100,,"cream, salt",,"['salt', 'cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat', 'salt']",1.23
24,['cream 100.0%'],DB045,BUTTER NETHEREND UNSALTED PTN 30G X 100,,cream,,"['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat']",2.14
25,['cream 100.0%'],DB047,BUTTER NETHEREND UNSALTED ROLL 250GX20,,cream,,"['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat']",2.14
26,['cream 100.0%'],DB050,BUTTER NETHEREND UNSALTED PTN 10G X 100,,cream,,"['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat']",2.14
27,['cream 100.0%'],DB052,BUTTER NETHEREND UNSALTED PTN 15GX100,,cream,,"['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat']",2.14
28,"['cream 100.0%', 'cornish sea salt . 0.0%']",DB058,BUTTER NETHEREND SEA SALTED PTN 20G X100,,"cream (98.50%), cornish sea salt (1.50%).",['cornish sea salt .'],"['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat']",2.14
29,"[""organic cow's cream 0.0%""]",DB060,BUTTER NETHEREND ORGANIC UNSALTD250GX20,,organic cow's cream,"[""organic cow's cream""]",,,
30,"[""pasteurised cow's milk 100.0%"", 'lactic starter culture 0.0%']",DB077,BUTTER ISIGNY PTN 25GX48,,"pasteurised cow's milk, lactic starter culture",['lactic starter culture'],"[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat']",0.61
31,['butter 100.0%'],DB082,BUTTER MEGGLE UNSALTED ROLL 8 X 250G,,butter (milk),,['butter->butternut'],['butternut'],0.0862
32,"['butter (milk) 50.0%', 'salt 50.0%']",DB089,BUTTER SALTED CROXTON MANOR 250GX40,,"butter (milk), salt",,"['salt', 'butter (milk)->buttermilk']","['buttermilk', 'salt']",0.75595
33,"[""pasteurised cow's cream 100.0%"", 'lactic ferments 0.0%']",DB113,BUTTER LESCURE PATISSERIE 1KG X 10,,"pasteurised cow's cream, lactic ferments",['lactic ferments'],"[""pasteurised cow's cream->cream, whipping, 38 % fat""]","['cream, whipping, 38 % fat']",2.14
34,"['water 33.3%', 'vegetable oils contain 33.3%', 'salt 33.3%', 'emulsifier [mono- en diglycerides of fatty acids] 0.0%', 'acidity regulator [citric acid] 0.0%', 'flavouring 0.0%', 'colour [beta carotene] 0.0%', 'vitamins . 0.0%', 'sunflower oil 100.0%', 'rspo palm oil 0.0%', 'a 0.0%', 'd2 0.0%']",DB135,SUNFLOWER SPREAD PORTION LT BEBO 400X10G,,"water, vegetable oils contain [sunflower oil ,  rspo palm oil], salt, emulsifier [mono- en diglycerides of fatty acids], acidity regulator [citric acid], flavouring, colour [beta carotene], vitamins [a, d2].","['vegetable oils contain', 'emulsifier [mono- en diglycerides of fatty acids]', 'acidity regulator [citric acid]', 'flavouring', 'colour [beta carotene]', 'vitamins .', 'rspo palm oil', 'a', 'd2']","['water', 'salt', 'sunflower oil']","['water', 'salt', 'sunflower oil']",1.3601333333333334
35,"['whey cream 0.0%', 'sea salt 100.0%', 'dairy culture 0.0%']",DB168,BUTTER WHEY LICOLNSHIRE POACHER 250G,,"whey cream, sea salt, dairy culture","['whey cream', 'dairy culture']",['sea salt->salt'],['salt'],0.32
36,"['pasteurised cows cream (milk) 0.0%', 'lactic cultures 0.0%']",DB200,ESTATE DAIRY PATISSERIE BUTTER 10 X 1KG,,"pasteurised cows cream (milk), lactic cultures ","['pasteurised cows cream (milk)', 'lactic cultures']",,,
37,['butter 100.0%'],DB202,BUTTER CLARIFIED 2KG,,butter (milk),,['butter->butternut'],['butternut'],0.0862
38,"['double cream (milk) 0.0%', 'starter cultures 0.0%', 'salt 100.0%']",DB206,BUTTER SLIGHTLY SALTED 8X200G,,"double cream (milk), starter cultures, salt","['double cream (milk)', 'starter cultures']",['salt'],['salt'],0.32
39,['butter 100.0%'],DB210,ARLA PRO BUTTER UNSALTED 250G X 40 F,,butter (milk),,['butter->butternut'],['butternut'],0.0862
40,"['pasteurised guernsey cows milk 0.0%', 'latic cultures 0.0%']",DB212,THE ESTATE DAIRY BUTTER SALTED 250G X 20,,"pasteurised guernsey cows milk, latic cultures","['pasteurised guernsey cows milk', 'latic cultures']",,,
41,"['butter 65.5%', 'rapeseed oil 26.4%', 'water 7.1%', 'lactic acid culture 0.0%', 'salt 0.9%']",DB214,LURPAK SPREADABLE POTS 8G X 600,,"butter (63.70%),rapeseed oil (25.70%), water (6.90%), lactic acid culture (2.80%),  salt (0.90%), ",['lactic acid culture'],"['rapeseed oil', 'water', 'salt', 'butter->butternut']","['butternut', 'rapeseed oil', 'water', 'salt']",0.5874958847736625
42,"['butter 97.8%', 'garlic puree 0.0%', 'salt 2.2%', 'garlic granulate 0.0%', 'garlic powder 0.0%', 'lactic acid culture 0.0%', 'pepper extract 0.0%']",DB999,LURPAK GARLIC BUTTER 12X125G,,"butter (89%), garlic puree (6%), salt (2%),garlic granulate (1%), garlic powder (0.70%), lactic acid culture (1.20%), pepper extract (0.10%)","['garlic puree', 'garlic granulate', 'garlic powder', 'lactic acid culture', 'pepper extract']","['salt', 'butter->butternut']","['butternut', 'salt']",0.09133846153846154
43,"[""pasteurised cow's milk 100.0%""]",DC033,CLOTTED CREAM RODDAS 907G,,pasteurised cow's milk,,"[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat']",0.61
44,"['pasteurised cream 0.0%', 'starter cultures 0.0%']",DC043,CREME FRAICHE MONTEBOURG 5 LITRE,,"pasteurised cream, starter cultures","['pasteurised cream', 'starter cultures']",,,
45,"['pasteurised cream 0.0%', 'lactic starter bacteria 0.0%']",DC053,CREME FRAICHE FRENCH 20CL 30%,,"pasteurised cream, lactic starter bacteria","['pasteurised cream', 'lactic starter bacteria']",,,
46,"[""pasteurised cow's milk 100.0%""]",DC089,CREAM CORNISH CLOTTED PTN FROZEN 48X40G,,pasteurised cow's milk ,,"[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat']",0.61
47,"['skimmed milk and skimmed milk solids 0.0%', 'milk protein concentrate 0.0%', 'starter culture 0.0%']",DM013,BUTTERMILK 5LTR,,"skimmed milk and skimmed milk solids, milk protein concentrate, starter culture","['skimmed milk and skimmed milk solids', 'milk protein concentrate', 'starter culture']",,,
48,"['water 33.3%', 'coconut oil 33.3%', 'modified potato starch 0.0%', 'gluten free oat fibre 0.0%', 'maize starch 0.0%', 'salt 33.3%', 'natural flavourings 0.0%', 'modified maize starch 0.0%', 'tricalcium citrate 0.0%', 'thickener (carrageenan (e407)) 0.0%', 'thickener (guar gum (e412)) 0.0%', 'acidity regulator (lactic acid (e270) (dairy free)) 0.0%', 'acidity regulator (sodium lactate (e325) (dairy free)) 0.0%', 'colour 0.0%']",DM103,MOZZARELLA STYLE VEGAN GRATED 4X200G,,"water, coconut oil,modified potato starch, gluten free oat fibre, maize starch, salt, natural flavourings, modified maize starch, tricalcium citrate, thickener (carrageenan (e407)), thickener (guar gum (e412)), acidity regulator (lactic acid (e270) (dairy free))
acidity regulator (sodium lactate (e325) (dairy free)), colour (mixed carotenes)","['modified potato starch', 'gluten free oat fibre', 'maize starch', 'natural flavourings', 'modified maize starch', 'tricalcium citrate', 'thickener (carrageenan (e407))', 'thickener (guar gum (e412))', 'acidity regulator (lactic acid (e270) (dairy free))', 'acidity regulator (sodium lactate (e325) (dairy free))', 'colour']","['water', 'coconut oil', 'salt']","['water', 'coconut oil', 'salt']",1.0265333333333333
49,"['water 33.3%', 'modified starch 0.0%', 'vegetable oil 33.3%', 'salt 33.3%', 'trisodium citrate 0.0%', 'titanium dioxide 0.0%', 'potassium sorbate 0.0%', 'lactic acid 0.0%', 'beta carotene 0.0%', 'shea oil 0.0%', 'coconut oil 100.0%']",DM106,MOZZARELLA STYLE VEGANARELLA BLOCK 10KG,,"water, modified starch, vegetable oil (shea oil, coconut oil), salt, trisodium citrate, titanium dioxide, potassium sorbate, lactic acid, beta carotene","['modified starch', 'vegetable oil', 'trisodium citrate', 'titanium dioxide', 'potassium sorbate', 'lactic acid', 'beta carotene', 'shea oil']","['water', 'salt', 'coconut oil']","['water', 'salt', 'coconut oil']",1.0265333333333333
50,"['water 23.7%', 'coconut oil 29.0%', 'starch 23.7%', 'sea salt 23.7%', 'acidity regulator 0.0%', 'glucono delta lactone 0.0%', 'flavourings 0.0%', 'olive extract 0.0%', 'vitamin b12 0.0%']",DM108,VIOLIFE (VEGAN) 12X200G GREEK WHITE BLOC,,"water, coconut oil (29%), starch, sea salt, acidity regulator: glucono delta lactone, flavourings, olive extract, vitamin b12","['acidity regulator', 'glucono delta lactone', 'flavourings', 'olive extract', 'vitamin b12']","['water', 'coconut oil', 'starch->starch (corn)', 'sea salt->salt']","['water', 'coconut oil', 'starch (corn)', 'salt']",1.1614633333333333
51,"['water 27.7%', 'starch 27.7%', 'modified starch 0.0%', 'coconut oil 17.0%', 'sea salt 27.7%', 'rice protein 0.0%', 'flavourings 0.0%', 'olive extract 0.0%', 'colour 0.0%', 'b-carotene 0.0%', 'vitamin b12 0.0%']",DM110,PROSOCIANO VIOLIFE (VEGAN) 11X150G,,"water, starch, modified starch, coconut oil (17%), sea salt, rice protein, flavourings, olive extract, colour: b-carotene, vitamin b12","['modified starch', 'rice protein', 'flavourings', 'olive extract', 'colour', 'b-carotene', 'vitamin b12']","['water', 'coconut oil', 'starch->starch (corn)', 'sea salt->salt']","['water', 'starch (corn)', 'coconut oil', 'salt']",0.8914233333333333
52,"['medium fat soft cheese 0.0%', 'salt 100.0%', 'stabilisers 0.0%', 'acidity regulator 0.0%', 'citric acid 0.0%', 'locust bean gum 0.0%', 'carrageenan 0.0%']",DS019,PHILADELPHIA LIGHT 1.65KG,,"medium fat soft cheese, salt, stabilisers (locust bean gum, carrageenan), acidity regulator: citric acid","['medium fat soft cheese', 'stabilisers', 'acidity regulator', 'citric acid', 'locust bean gum', 'carrageenan']",['salt'],['salt'],0.32
53,"['medium fat soft cheese (milk) 0.0%', 'salt 100.0%', 'stabiliser 0.0%', 'acidity regulator [citric acid (e330)]. 0.0%', 'locust bean gum (e410) 0.0%', 'carrageenan 0.0%']",DS023,PHILADELPHIA LIGHT 10KG,,"medium fat soft cheese (milk), salt, stabiliser [locust bean gum (e410), carrageenan (e407)], acidity regulator [citric acid (e330)].","['medium fat soft cheese (milk)', 'stabiliser', 'acidity regulator [citric acid (e330)].', 'locust bean gum (e410)', 'carrageenan']",['salt'],['salt'],0.32
54,"['curd 50.0%', 'dressing 50.0%', 'milk 100.0%', 'microbial rennet 0.0%', 'lactic culture 0.0%', 'milk 50.0%', 'skimmed milk 0.0%', 'skimmed milk powder 0.0%', 'cream 50.0%', 'salt contains 0.0%', 'anti-caking agent [ sodium hexacyanoferrate (e535)] 0.0%', 'preservative [potassium sorbate (e202)] lactic culture 0.0%']",DS035,COTTAGE CHEESE CROXTON MANOR 2KG,,"curd(milk, microbial rennet, lactic culture),dressing(milk, skimmed milk, skimmed milk powder, cream, salt contains: anti-caking agent [ sodium hexacyanoferrate (e535)], preservative [potassium sorbate (e202)] lactic culture), ","['microbial rennet', 'lactic culture', 'skimmed milk', 'skimmed milk powder', 'salt contains', 'anti-caking agent [ sodium hexacyanoferrate (e535)]', 'preservative [potassium sorbate (e202)] lactic culture']","['curd', 'dressing->salad dressing, oil and vinegar', 'milk->goat milk', 'milk->goat milk', 'cream->cream, whipping, 38 % fat']","['curd', 'salad dressing, oil and vinegar', 'goat milk', 'goat milk', 'cream, whipping, 38 % fat']",3.4784499999999996
55,"['skimmed milk 0.0%', 'cream 50.0%', 'native starch 0.0%', 'salt 50.0%', 'bacterial starter culture 0.0%']",DS039,LUX SOFT CHEESE 24% FAT CROXTON 2KG GOLD,,"skimmed milk, cream,  native starch, salt, bacterial starter culture","['skimmed milk', 'native starch', 'bacterial starter culture']","['salt', 'cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat', 'salt']",1.23
56,"['medium fat soft cheese 0.0%', 'salt 100.0%', 'stabilisers 0.0%', 'citric acid 0.0%', 'locust bean gum 0.0%', 'carrageenan 0.0%']",DS057,PHILADELPHIA LIGHT 165G,,"medium fat soft cheese, salt , stabilisers (locust bean gum, carrageenan), citric acid","['medium fat soft cheese', 'stabilisers', 'citric acid', 'locust bean gum', 'carrageenan']",['salt'],['salt'],0.32
57,"['skimmed milk 0.0%', 'cream 50.0%', 'salt 50.0%', 'bacterial starter culture 0.0%']",DS053,LOW FAT 7% SOFT CHEESE CROXTON 2KG BLUE,,"skimmed milk, cream, salt, bacterial starter culture","['skimmed milk', 'bacterial starter culture']","['salt', 'cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat', 'salt']",1.23
58,"[""pasteurised cow's milk 50.0%"", 'salt 50.0%', 'lactic ferments 0.0%', 'vegetarian rennet. 0.0%']",DU002,LEERDAMMER 225G,,"pasteurised cow's milk, salt, lactic ferments, vegetarian rennet.","['lactic ferments', 'vegetarian rennet.']","['salt', ""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat', 'salt']",0.46499999999999997
